Sho to Elb (L),Elb to Wrist (L), Sho to Hip (L),Hip to Knee (L),Knee to Ankle (L),Ankle to Heel (L), Heel to Foot (L),Sho to Elb (R),Elb to Wrist (R), Sho to Hip (R),Hip to Knee (R),Knee to Ankle (R),Ankle to Heel (R), Heel to Foot (R),Track ID,GT_Cluster
55.385,93.568,144.314,178.379,131.875,9.83,107.189,57.268,0,152.832,84.544,210.64,19.27,82.675,1648,22
79.644,87.923,147.428,119.877,151.413,20.619,0,74.021,67.574,157.13,0,0,0,0,1673,23
29.508,26.486,53.875,37.484,52.083,4.412,32.614,26.55,27.631,56.583,40.881,52.345,4.42,31.457,1591,20
28.012,34.578,55.668,37.513,69.138,4.83,40.958,25.701,47.57,56.7,37.771,66.376,4.818,38.388,1632,21
80.885,78.132,136.231,116.974,125.414,20.307,0,73.767,80.152,131.625,0,0,0,0,1673,23
30.688,42.05,60.063,40.125,73.023,4.417,46.477,25.501,42.381,59.827,38.106,88.792,6.818,40.334,1632,21
78.845,84.974,142.323,112.863,127.04,10.897,31.203,72.489,95.072,137.389,109.552,126.761,15.573,0,1673,23
33.007,37.204,82.006,44.857,87.701,6.873,48.574,33.85,34.797,79.126,47.608,85.18,0,0,1591,20
29.037,0,71.506,45.198,79.967,0,0,33.763,35.952,73.672,53.236,80.078,0,0,1632,21
38.869,36.059,86.261,43.884,84.313,6.445,50.73,35.782,34.976,84.191,44.198,78.709,0,0,1591,20
83.779,82.681,130.674,108.395,105.515,22.584,44.838,67.501,0,129.607,104.027,111.604,9.389,0,1673,23
29.167,54.259,68.521,44.002,83.194,5.805,49.355,35.171,70.396,64.007,46.579,72.523,0,0,1591,20
80.025,75.53,123.858,101.331,101.864,24.462,0,0,0,124.19,0,0,0,0,1673,23
31.044,57.849,69.236,68.187,81.188,5.602,52.213,34.523,66.2,63.418,58.383,69.405,0,0,1591,20
80.66,69.882,123.078,105.609,113.002,13.476,0,64.583,0,122.538,102.471,117.879,18.728,0,1673,23
37.091,46.799,73.249,54.355,102.296,0,0,40.631,37.853,70.118,51.433,88.38,0,0,1591,20
74.648,80.071,128.889,101.198,106.414,13.986,34.151,62.867,0,128.371,99.421,103.259,9.957,33.618,1673,23
42.223,48.12,85.394,53.47,132.133,0,0,46.537,43.504,78.627,55.753,116.775,0,0,1591,20
74.372,78.226,124.392,102.14,111.292,12.165,42.457,59.548,0,121.86,105.774,104.865,15.376,40.227,1673,23
42.925,46.079,87.397,52.888,130.735,9.829,55.096,45.967,41.545,82.441,53.95,114.171,9.591,58.341,1591,20
72.57,65.838,116,111.559,132.318,17.696,0,67.344,52.86,118.928,0,0,0,0,1673,23
41.626,66.85,89.576,58.111,115.63,0,0,44.478,54.781,87.537,55.091,109.137,8.064,68.514,1591,20
60.6,73.629,123.541,119.854,0,0,0,65.849,83.28,133.563,0,0,0,0,1673,23
46.505,45.414,90.132,60.898,107.262,7.242,67.172,36.222,69.016,87.68,59.641,99.344,8.054,59.711,1591,20
60.773,73.323,103.276,99.433,0,0,0,59.987,88.53,108.416,0,0,0,0,1673,23
48.068,52.814,96.376,64.079,104.622,0,0,53.575,0,97.537,63.037,0,0,0,1591,20
50.73,95.278,114.545,82.215,152.205,11.821,78.33,45.836,110.82,110.49,77.455,229.286,0,0,1648,22
63.022,60.42,107.622,79.648,93.276,10.007,26.588,56.631,67.114,103.909,83.362,90.181,13.169,37.138,1673,23
59.977,84.065,126.371,95.994,209.318,16.698,77.743,64.616,71.748,120.942,103.718,209.557,18.884,66.379,1648,22
64.179,68.49,107.057,95.066,100.725,17.502,30.353,53.364,51.376,105.778,93.058,103.156,10.045,0,1673,23
64.184,75.888,125.156,90.44,158.994,0,0,67.788,87.528,122.716,133.403,120.347,12.581,94,1591,20
61.449,70.569,106.406,81.403,81.132,14.103,29.788,58.333,0,110.21,81.947,89.674,5.496,0,1632,21
64.149,92.528,137.674,104.248,215.944,0,0,64.075,107.116,126.73,125.656,167.983,0,0,1648,22
65.468,66.577,111.108,86.561,89.099,14.734,25.242,63.824,0,110.539,91.476,95.137,9.577,33.863,1673,23
71.844,76.299,144.255,118.574,197.41,0,0,75.569,0,133.712,108.244,154.412,0,0,1591,20
60.34,63.015,107.334,90.305,76.006,13.012,16.451,64.57,0,104.336,80.054,86.395,4.51,35.387,1632,21
78.289,90.038,158.847,121.157,0,0,0,79.669,0,147.159,112.943,181.074,0,0,1591,20
59.649,0,95.01,82.76,81.703,6.549,19.172,52.241,0,95.009,87.745,80.241,13.115,22.44,1632,21
58.18,69.248,99.515,85.823,78.542,7.203,26.94,56.055,0,103.024,78.502,83.173,9.54,20.865,1632,21
58.867,57.288,109.521,76.326,85.518,5.194,27.102,50.981,0,101.116,80.986,80.777,9.31,0,1632,21
56.704,64.626,98.985,90.54,90.138,9.351,16.699,0,0,99.1,86.237,85.985,11.612,0,1673,23
60.337,63.139,104.52,87.708,88.131,7.977,14.557,56.182,0,98.344,88.028,93.499,13.18,0,1673,23
53.399,0,101.606,88.427,87.7,14.764,0,57.349,0,92.412,100.239,95.176,13.809,0,1673,23
59.335,0,92.728,0,0,0,0,0,0,87.249,0,0,0,0,1673,23
0,0,69.45,57.985,74.819,0,0,0,0,69.507,0,0,0,0,1699,4
50.38,0,90.294,77.472,76.292,12.299,0,47.374,0,88.871,0,0,0,0,1673,23
42.954,36.627,70.619,63.974,72.481,5.286,18.179,41.55,0,72.348,65.825,72.026,4.748,23.174,1699,4
55.957,57.602,93.825,75.364,84.359,11.62,19.858,48.232,0,91.006,80.202,85.006,9.097,27.099,1673,23
53.579,46.968,91.167,71.859,74.123,11.412,22.515,50.407,0,88.932,71.238,79.493,6.558,31.211,1673,23
49.228,50.352,92.702,83.054,71.775,9.778,0,64.002,0,87.885,70.356,76.66,7.132,23,1673,23
49.287,52.012,86.111,79.123,76.085,10.853,16.099,51.082,0,84.304,68.361,69.871,15.709,0,1673,23
45.786,51.685,93.716,64.89,67.598,8.887,21.47,45.818,0,88.354,70.585,64.384,9.036,21.377,1673,23
46.373,54.051,93.048,72.52,72.178,9.105,25.281,49.052,57.088,93.912,87.915,86.121,10.411,18.423,1673,23
45.555,67.658,87.204,72.448,74.287,6.791,13.333,44.701,65.694,84.687,76.22,75.699,13.213,13.824,1673,23
44.375,0,86.035,64.606,68.737,7.668,10.439,41.735,55.915,87.16,73.013,70.679,8.822,7.795,1591,20
42.074,0,77.381,59.777,66.157,5.597,0,38.244,0,77.41,61.125,66.738,7.117,0,1673,23
35.696,0,67.44,60.859,68.399,10.015,17.284,0,0,70.219,64.131,68.211,4.496,0,1699,4
41.79,0,83.295,60.081,71.934,7.899,13.123,41.419,56.592,87.189,73.094,74.503,8.739,7.855,1591,20
38.652,0,67.253,60.072,58.063,4.52,11.517,0,0,74.202,61.563,59.147,3.655,0,1699,4
42.1,47.589,81.008,60.258,57.741,10.039,6.532,42.044,54.487,79.115,63.73,59.757,10.414,13.704,1591,20
39.113,0,68.843,60.19,60.181,8.722,10.599,0,0,74.352,60.83,62.786,5.568,0,1699,4
45.139,0,77.969,59.924,66.434,9.652,15.325,41.822,0,76.282,67.653,66.452,9.784,17.346,1591,20
38.128,0,68.031,62.594,68.173,10.17,17.373,0,0,70.705,62.372,70.167,6.697,0,1699,4
41.476,0,73.123,63.164,58.132,12.105,16.353,49.23,0,72.693,59.123,66.856,6.721,0,1591,20
39.504,0,68.51,62.475,67.408,6.201,14.011,0,0,72.937,60.504,67.539,8.385,0,1699,4
43.918,48.853,74.768,60.189,63.416,8.785,15.154,44.409,0,76.099,61.955,67.776,6.672,21.147,1591,20
38.733,0,70.015,63.332,65.236,6.956,17.587,50.341,0,72.629,58.669,63.01,11.994,20.755,1699,4
41.17,51.045,85.456,66.879,69.473,9.127,11.345,42.498,0,79.039,62.723,64.405,8.212,18.714,1591,20
40.078,0,70.308,59.568,64.038,6.587,19.626,36.708,0,72.636,58.647,65.033,6.959,0,1699,4
38.207,0,72.799,66.34,69.328,9.1,12.217,45.368,0,69.669,58.808,60.503,9.331,22.901,1591,20
0,0,71.623,60.867,63.985,5.896,0,0,0,75.448,57.395,0,0,0,1699,4
41.125,46.714,76.492,59.981,52.147,9.343,16.979,41.159,0,75.116,64.156,52.283,10.338,13.435,1591,20
36.008,40.805,70.111,58.964,59.888,7.422,0,42.996,0,70.989,56.413,58.617,8.178,0,1699,4
37.413,46.068,64.776,61.778,63.588,7.371,12.742,37.054,47.836,73.117,62.416,63.368,9.398,14.656,1591,20
37.208,48.311,64.283,55.005,64.617,5.989,21.136,37.635,48.937,67.076,59.233,62.962,6.363,19.235,1591,20
38.474,43.488,72.293,56.235,60.585,4.843,17.286,36.843,44.378,75.022,59.458,60.724,10.014,15.053,1591,20
37.453,36.831,73.328,57.573,56.313,9.673,9.57,0,0,72.386,56.718,55.653,10.855,0,1699,4
40.371,0,77.387,58.969,49.758,8.921,13.483,61.863,0,75.409,56.981,52.004,3.571,14.611,1699,4
33.68,50.614,72.068,60.776,57.957,11.111,12.352,52.246,0,77.878,58.08,59.309,4.477,0,1699,4
16.445,0,56.183,36.214,0,0,0,15.706,0,48.603,0,0,0,0,1673,23
37.916,43.162,70.64,57.091,62.068,7.907,22,36.346,0,75.678,58.655,62.047,4.207,22.605,1699,4
37.667,0,69.555,59.301,58.284,7.789,11.259,54.242,0,71.943,55.57,59.352,10.096,18.016,1699,4
36.8,0,77.566,58.432,56.662,9.351,7.808,36.765,0,79.518,56.285,61.212,7.406,12.665,1673,23
36.397,0,70.925,56.656,64.548,5.266,18.334,0,0,73.256,53.431,64.994,6.259,0,1699,4
0,0,29.608,32.31,44.476,4.114,0,0,0,28.29,32.9,41.837,4.307,20.405,1721,24
33.718,34.169,48.993,37.81,34.63,5.064,20.87,0,0,44.644,0,0,0,0,1673,23
0,0,70.49,53.274,71.078,6.538,0,33.985,0,71.411,0,0,7.742,0,1699,4
7.778,9.772,17.547,9.845,23.511,0,0,9.108,11.178,16.431,10.311,22.733,2.085,8.517,1721,24
34.203,37.543,56.146,48.984,56.441,5.746,10.302,34.338,38.907,61.572,50.587,51.762,4.993,0,1673,23
0,0,68.422,0,0,7.57,0,0,0,67.684,53.859,72.999,0,0,1699,4
0,0,26.054,0,0,0,0,16.777,13.997,28.519,0,0,0,0,1721,24
35.721,0,71.009,56.999,59.911,8.775,10.322,0,0,72.487,0,0,0,0,1699,4
16.096,0,26.929,21.902,0,0,0,15.154,16.265,25.863,25.125,25.109,0,0,1721,24
36.531,0,70.571,56.126,57.72,9.154,17.099,45.701,0,71.573,53.525,0,0,0,1699,4
22.659,32.445,34.732,50.803,0,0,0,25.708,47.57,34.839,34.626,0,0,0,1591,20
23.906,0,60.1,30.262,64.727,4.735,34.114,25.121,30.883,61.98,33.631,63.715,5.024,38.532,1721,24
19.207,0,42.017,30.299,46.79,0,0,22.54,27.966,40.599,28.457,47.917,0,0,1591,20
0,0,69.298,54.735,61.474,6.696,0,46.455,0,74.009,0,0,0,0,1699,4
0,0,68.787,54.108,64.128,0,0,0,0,67.836,53.123,65.632,0,0,1699,4
0,0,66.415,61.035,57.362,6.926,7.976,0,0,71.229,57.741,60.337,7.72,13.68,1699,4
25.897,0,46.912,0,0,0,0,0,0,44.726,0,0,0,0,1721,24
0,0,52.671,0,0,0,0,0,0,47.32,0,0,0,0,1721,24
34.287,36.405,72.276,39.746,72.106,0,0,30.825,0,78.395,39.372,73.853,6.126,46.369,1721,24
32.224,26.335,67.231,39.923,61.198,4.191,42.654,26.528,28.207,69.341,41.956,74.537,5.858,38.001,1591,20
31.694,44.046,71.228,43.788,86.928,5.218,55.187,32.788,0,69.533,40.216,92.265,7.03,49.704,1721,24
29.217,43.471,77.993,43.764,82.321,4.921,47.376,29.689,33.4,79.407,41.114,87.045,6.774,45.508,1591,20
0,0,70.545,49.883,0,0,0,0,0,67.411,0,0,0,0,1699,4
32.598,55.378,81.035,53.67,88.846,0,0,40.387,47.324,76.309,53.297,88.044,7.818,60.507,1721,24
26.84,49.601,70.403,42.791,76.575,5.833,45.679,30.22,37.396,68.642,39.612,76.047,5.907,49.155,1591,20
36.707,0,72.277,63.43,74.198,0,0,41.665,0,69.264,64.338,71.885,0,0,1721,24
30.836,48.56,72.371,43.814,83.138,5.933,49.533,28.704,49.351,71.799,41.919,76.806,6.308,55.152,1591,20
0,0,67.611,51.503,0,0,0,0,0,65.444,0,0,0,0,1699,4
30.109,53.221,79.245,55.43,81.571,6.855,50.404,31.881,39.88,75.93,44.554,75.195,6.427,51.578,1726,25
32.692,41.69,71.428,63.714,64.985,0,0,33.875,36.134,71.231,54.174,57.543,0,0,1726,25
0,0,68.612,51.656,62.155,3.257,27.242,0,0,67.275,52.52,61.552,0,0,1699,4
40.006,69.684,117.896,64.797,118.47,0,0,45.324,51.223,102.916,63.786,80.491,0,0,1721,24
32.126,45.135,84.045,78.749,82.275,7.787,42.093,37.747,35.985,77.556,48.239,75.113,0,0,1726,25
38.865,0,108.406,56.212,0,0,0,37.984,0,93.972,55.154,105.237,0,0,1721,24
29.027,40.435,72.143,45.46,0,0,0,35.297,36.568,66.821,52.365,52.477,0,0,1726,25
34.395,58.543,95.996,55.759,115.317,0,0,40.208,40.886,89.021,58.949,85.985,6.029,62.068,1591,20
44.953,0,89.53,60.585,135.664,0,0,0,0,75.728,65.051,95.835,8.115,68.312,1721,24
33.786,52.106,88.688,56.814,82.867,0,0,40.471,40.407,82.083,56.494,75.456,6.8,55.314,1726,25
36.54,62.872,103.775,55.392,126.793,9.687,58.557,45.722,45.011,93.215,57.087,97.237,7.154,68.037,1591,20
46.622,65.474,121.45,65.497,124.472,9.834,71.36,0,0,98.405,62.182,114.006,10.358,74.452,1721,24
46.099,0,130.954,64.273,102.191,0,0,0,0,110.625,64.466,104.838,0,0,1721,24
51.71,0,115.712,67.296,0,0,0,0,0,89.428,66.366,0,0,0,1721,24
54.264,59.242,100.026,63.692,113.388,7.382,66.925,40.558,70.785,99.613,69.027,110.866,8.746,68.782,1591,20
0,0,63.46,49.994,0,0,0,0,0,61.679,0,0,0,0,1699,4
52.052,64.731,100.717,68.648,0,0,0,48.081,72.433,100.754,76.987,104.899,0,0,1591,20
54.684,71.12,113.94,87.801,90.366,0,0,51.61,82.374,109.169,74.041,0,0,0,1591,20
0,0,71.001,0,0,0,0,0,0,69.885,0,0,0,0,1699,4
63.172,64.559,119.605,84.461,90.677,0,0,51.998,63.95,123.566,73.348,115.736,0,0,1591,20
67.545,91.735,139.412,94.879,163.351,8.921,108.038,68.53,160.292,139.883,81.268,200.051,17.536,84.928,1591,20
76.477,71.089,145.245,109.476,166.196,11.77,95.644,71.768,146.09,138.022,107.061,155.076,21.892,98.224,1591,20
86.818,0,166.896,119.847,0,0,0,77.109,0,147.087,118.199,183.632,0,0,1591,20
101.601,84.539,245.314,0,0,0,0,0,0,157.749,0,0,0,0,1591,20
40.799,0,65.516,58.028,54.263,7.835,13.327,0,0,66.152,56.41,55.936,6.287,15.252,1699,4
0,0,67.55,57.755,58.897,5.381,19.057,0,0,68.843,54.048,58.849,5.383,0,1699,4
44.715,0,69.258,60.461,54.222,8.581,11.407,0,0,69.042,58.778,56.166,6.387,14.884,1699,4
22.32,0,42.99,25.887,37.174,4.637,0,0,0,38.127,0,0,0,0,1673,23
36.048,0,66.929,59.876,56.803,8.936,12.499,0,0,69.766,58.687,58.742,4.034,0,1699,4
36.936,0,69.112,60.519,52.045,10.199,12.738,0,0,69.532,57.879,59.332,6.822,0,1699,4
45.602,0,71.18,61.601,60.119,4.647,0,0,0,68.122,61.032,62.269,3.97,0,1699,4
48.131,0,72.351,59.009,54.936,7.68,13.089,39.874,0,71.303,55.216,53.33,8.833,0,1699,4
0,0,73.897,55.556,53.655,6.755,8.457,0,0,73.069,53.565,54.117,7.374,0,1699,4
24.993,0,43.034,0,0,0,0,22.043,16.482,41.303,0,0,0,0,1673,23
0,0,71.688,59.337,60.269,6.569,0,0,0,71.695,0,0,0,0,1699,4
0,0,69.807,53.711,0,0,0,0,0,68.19,0,0,0,0,1699,4
38.085,55.177,78.594,57.441,75.9,6.266,64.139,35.587,77.049,83.333,58.192,76.373,6.73,57.957,1721,24
41.471,37.447,72.109,60.175,63.479,0,0,36.378,41.729,70.038,55.82,65.049,0,0,1721,24
35.333,39.983,90.669,48.73,101.72,0,0,40.627,34.857,77.424,50.978,72.462,0,0,1778,4
0,0,64.961,51.299,57.096,5.567,31.155,0,0,65.954,51.642,58.454,6.074,37.112,1699,4
39.737,43.281,73.867,56.596,64.916,0,0,35.873,42.815,71.527,55.98,60.543,0,0,1721,24
35.599,34.979,80.765,66.67,88.361,0,0,33.72,45.274,68.696,58.629,74.501,0,0,1778,4
38.97,50.421,100.5,84.826,60.044,0,0,34.444,61.739,99.517,61.251,58.069,0,0,1591,20
42.803,50.596,116.118,56.05,77.079,0,0,50.276,47.459,102.366,75.184,72.926,0,0,1591,20
43.558,0,66.433,59.248,55.695,8.225,9.111,51.823,0,69.048,59.21,56.471,7.568,15.894,1699,4
0,0,66.864,59.856,52.518,8.032,6.028,47.079,0,70.311,59.849,54.3,5.534,13.56,1699,4
41.58,42.165,102.149,66.392,70.783,7.903,54.979,48.199,47.211,102.006,60.887,68.695,0,0,1591,20
0,0,64.975,58.631,51.409,9.218,8.996,0,0,68.794,59.658,54.911,5.898,0,1699,4
48.464,50.863,104.13,83.283,136.785,0,0,51.344,64.538,97.845,76.677,95.84,5.965,66.362,1790,26
45.361,49.169,100.8,81.979,73.509,0,0,50.202,50.581,95.84,0,0,0,0,1591,20
42.649,0,65.706,57.234,63.44,11.317,12.176,47.9,0,68.21,58.235,65.445,5.094,0,1699,4
53.882,65.328,109.881,84.825,152.027,0,0,54.924,68.613,97.932,84.449,119.541,0,0,1790,26
0,0,65.795,58.651,63.884,8.349,21.36,0,0,68.127,57.129,66.757,11.178,0,1699,4
47.344,60.076,102.104,82.984,87.82,0,0,50.242,56.515,95.859,75.219,0,0,0,1778,4
0,0,69.105,55.213,63.055,7.152,0,33.094,0,70.276,54.774,67.708,7.787,0,1699,4
67.493,67.372,134.854,100.697,168.65,0,0,64.725,97.276,122.864,102.552,122.375,0,0,1790,26
49.523,0,69.06,57.358,54.718,8.523,0,49.467,0,69.987,56.859,58.12,4.795,0,1699,4
78.969,64.99,158.419,102.738,243.251,0,0,76.734,74.903,151.564,116.967,119.456,11.467,100.185,1790,26
0,0,67.309,57.14,57.009,7.517,21.268,41.231,0,67.267,57.662,57.881,9.491,25.423,1699,4
87.989,70.263,165.611,137.313,299.522,0,0,79.271,120.243,157.471,124.754,174.38,13.255,101.003,1790,26
0,0,68.383,55.639,59.716,7.752,0,0,0,66.623,0,0,0,0,1699,4
0,0,67.61,54.48,58.558,4.255,14.307,0,0,68.508,0,0,0,0,1699,4
39.409,0,83.143,61.135,65.772,8.11,60.39,17.221,34.656,92.533,51.762,79.247,9.289,43.708,1804,27
36.686,0,63.307,55.591,58.237,8.523,18.013,0,0,66.576,56.538,60.97,4.036,0,1699,4
0,0,62.585,53.471,55.622,7.541,0,0,0,63.898,0,0,8.857,0,1699,4
34.092,24.072,65.848,56.821,60.883,8.886,18.751,0,0,67.765,56.183,60.195,5.461,0,1699,4
14.998,22.551,27.11,25.276,0,0,0,11.67,0,27.843,0,0,0,0,1721,24
35.411,21.387,66.53,51.634,58.072,10.615,22.505,0,0,64.606,54.296,63.155,7.901,0,1699,4
35.413,0,67.01,56.239,57.446,8.498,12.476,0,0,68.277,59.544,56.715,5.58,22.594,1699,4
0,0,67.377,57.878,57.987,8.157,11.37,0,0,68.355,60.298,57.07,5.43,21.791,1699,4
0,0,65.736,58.759,56.658,7.783,8.178,0,0,69.267,60.047,55.633,4.66,0,1699,4
18.687,16.524,35.66,26.481,42.674,3.886,15.929,20.721,15.622,38.872,26.22,38.161,3.782,17.703,1778,4
36.956,53.657,42.442,0,0,0,0,40.159,66.176,43.875,30.507,55.004,0,0,1591,20
39.664,53.351,46.937,28.423,70.8,0,0,35.39,62.868,45.304,28.429,64.065,0,0,1591,20
0,0,68.174,57.203,55.248,7.292,14.595,46.094,0,68.853,57.642,59.386,6.552,23.252,1699,4
0,0,71.218,57.898,80.503,4.623,56.373,0,0,67.814,56.798,79.561,5.832,53.437,1699,4
0,0,68.037,62.465,64.751,4.71,0,0,0,70.532,58.812,67.377,0,0,1699,4
44.201,46.534,55.568,35.905,88.553,7.143,39.434,35.694,68.31,45.257,36.213,73.172,6.661,39.195,1591,20
0,0,64.631,57.036,57.252,4.895,0,33.217,0,66.899,54.603,56.003,0,0,1699,4
45.772,56.168,55.599,35.693,83.089,6.056,41.809,42.896,75.081,50.461,36.306,71.912,6.116,41.155,1591,20
0,0,69.036,57.89,56.505,6.031,0,42.716,0,72.416,0,0,0,0,1699,4
43.713,63.928,61.463,36.182,99.44,7.481,45.482,48.647,78.756,57.557,37.315,78.939,5.717,47.984,1591,20
0,0,87.796,0,0,0,0,0,0,73.805,0,0,0,0,1699,4
41.632,55.365,59.876,37.24,97.249,7.536,45.617,0,0,50.573,41.144,70.271,5.494,48.517,1591,20
22.957,0,70.762,61.193,0,0,0,51.42,0,67.871,64.44,0,0,0,1699,4
38.8,72.073,54.062,45.343,88.939,6.619,45.798,47.157,80.74,53.544,44.041,74.405,7.038,51.102,1591,20
40.052,66.407,58.743,48.658,82.337,0,0,48.257,86.018,57.043,45.262,70.878,0,0,1591,20
0,0,72.52,56.511,60.406,5.622,0,0,0,69.137,0,0,0,0,1699,4
50.496,0,71.093,63.723,52.046,7.419,8.515,45.54,0,70.083,60.585,53.9,7.471,12.901,1699,4
67.291,79.528,90.294,77.16,120.217,0,0,85.143,116.206,87.086,68.196,134.893,0,0,1591,20
42.338,0,71.362,58.429,54.332,6.026,9.785,0,0,73.464,60.875,54.579,3.128,17.649,1699,4
66.691,75.724,95.251,74.764,146.056,10.836,68.398,74.237,117.756,84.697,70.524,133.931,11.847,66.535,1591,20
0,0,71.3,61.593,58.66,7.515,13.078,0,0,74.071,60.606,60.061,11.159,20.329,1699,4
82.815,109.011,111.668,69.029,142.735,11.109,78.586,96.73,137.368,111.532,80.745,107.153,8.525,91.314,1591,20
0,0,75.453,55.98,76.44,7.81,45.735,0,0,71.061,57.893,74.876,7.371,48.163,1699,4
99.898,120.916,121.166,68.483,177.463,13.796,77.046,107.272,151.388,120.731,84.58,112.186,11.018,94.639,1591,20
0,0,75.051,55.165,66.991,7.653,28.754,0,0,75.299,54.391,69.373,12.439,37.15,1699,4
107.281,113.18,123.391,68.89,191.962,0,0,118.582,133.048,122.198,90.106,104.67,0,0,1591,20
0,0,80.993,58.878,64.966,5.68,39.219,0,0,76.539,57.452,68.616,5.64,44.052,1699,4
53.611,0,77.459,56.892,55.565,7.513,0,43.49,0,77.578,0,0,0,0,1699,4
0,0,74.071,57.706,0,0,0,0,0,72.015,0,0,0,0,1699,4
12.282,14.812,27.809,19.216,36.358,0,0,11.896,18.004,26.535,16.645,31.186,0,0,1721,24
41.428,0,71.524,64.343,77.886,10.352,22.811,0,0,76.277,65.754,79.362,11.678,34.141,1699,4
40.003,0,75.219,63.666,68.249,9.511,15.012,43.242,0,79.252,64.365,67.185,6.455,25.616,1699,4
18.234,30.372,33.954,38.263,37.247,0,0,17.862,25.275,38.181,30.855,35.796,0,0,1673,23
38.781,0,73.591,60.944,68.1,5.26,15.756,47.74,0,76.591,60.676,66.745,6.03,0,1699,4
39.684,0,74.697,61.21,60.025,9.999,15.493,44.675,0,78.845,61.59,62.272,7.312,0,1699,4
40.178,0,73.981,64.944,61.353,9.322,19.722,0,0,77.619,63.864,63.533,6.894,23.145,1699,4
18.614,31.032,46.987,28.505,44.947,0,0,19.156,0,45.167,26.424,0,0,0,1721,24
0,0,80.793,59.362,81.142,10.233,43.824,0,0,79.981,61.444,80.049,15.907,51.554,1699,4
18.706,34.794,55.156,87.462,58.463,0,0,19.252,30.571,61.141,0,0,0,0,1673,23
20.288,36.787,42.278,33.846,46.082,0,0,19.735,30.795,40.395,31.264,0,0,0,1721,24
19.108,0,41.345,66.229,56.944,0,0,20.753,26.469,46.942,30.448,0,0,0,1673,23
0,0,77.624,62.446,64.361,10.745,34.222,0,0,79.289,61.097,65.135,8.884,0,1699,4
0,0,78.925,61.441,55.099,10.949,0,0,0,83.279,59.236,58.232,10.669,0,1699,4
22.965,18.466,41.689,34.127,48.084,0,0,33.753,47.612,40.63,28.625,48.27,0,0,1721,24
27.591,56.951,54.985,34.157,82.063,5.892,41.281,22.987,57.438,52.433,34.278,94.178,8.165,34.512,1721,24
20.944,0,42.658,92.032,61.054,4.926,41.919,21.171,36.448,42.938,66.458,57.119,4.873,41.417,1673,23
41.427,0,78.341,65.644,61.927,11.362,10.898,0,0,80.062,62.091,62.471,7.172,17.742,1699,4
31.511,55.979,56.15,34.553,69.33,4.928,40.024,25.077,44.046,50.192,51.221,75.385,6.126,37.836,1721,24
0,0,78.158,58.918,79.747,7.172,50.901,0,0,79.984,59.942,76.856,6.868,51.783,1699,4
23.612,31.834,49.289,34.792,57.009,0,0,35.493,56.658,45.069,32.864,50.48,0,0,1721,24
25.913,50.736,61.562,34.388,54.365,5.392,40.973,30.842,35.094,54.238,38.061,53.793,5.544,43.64,1721,24
29.316,64.779,65.469,36.19,81.939,7.075,43.66,28.551,44.975,56.481,38.826,67.219,5.032,50.236,1721,24
36.579,66.986,69.515,38.685,88.494,0,0,29.44,42.279,62.827,37.203,82.548,6.384,48.765,1721,24
32.378,59.338,68.559,40.788,75.067,0,0,32.113,37.679,59.804,38.881,70.834,5.478,44.493,1721,24
39.214,78.202,76.983,41.211,115.661,9.037,49.126,40.572,39.606,60.718,44.207,77.157,5.414,58.223,1721,24
32.941,61.654,75.454,43.785,85.014,5.522,50.432,38.885,37.342,62.415,45.775,66.235,4.278,55.332,1721,24
27.058,49.328,55.968,72.5,49.8,0,0,26.498,55.345,56.456,53.703,51.173,0,0,1673,23
33.241,68.933,70.177,47.013,62.537,3.671,53.902,40.915,40.215,66.436,45.989,61.399,5.805,48.898,1721,24
0,0,72.998,62.59,58.998,7.683,12.572,41.006,0,78.434,59.302,57.799,9.874,15.074,1778,4
30.301,58.789,56.653,47.708,57.85,0,0,25.359,61.464,54.455,0,0,0,0,1591,20
27.82,52.325,58.223,46.471,49.535,0,0,26.668,66.685,56.812,50.033,50.208,0,0,1673,23
32.329,58.204,68.967,48.44,61.527,4.436,52.748,40.388,38.288,65.241,49.691,60.204,6.74,47.218,1721,24
0,0,79.974,59.624,77.575,5.043,52.281,0,0,81.643,64.239,76.382,9.657,55.766,1778,4
32.902,44.614,73.784,50.065,54.844,5.023,50.597,42.774,31.248,70.97,51.653,64.105,7.502,42.429,1591,20
0,0,76.503,59.901,68.373,9.414,39.546,0,0,76.026,60.442,72.012,8.837,45.804,1778,4
36.909,65.074,75.035,50.845,60.152,0,0,45.583,42.897,72.672,51.847,64.729,7.249,50.249,1591,20
44.563,85.905,88.765,55.291,79.802,5.929,61.306,47.099,49.841,79.992,56.707,101.521,8.1,52.726,1591,20
0,0,77.777,66.823,59.879,9.704,6.691,0,0,81.99,62.854,57.549,9.49,12.442,1778,4
0,0,75.936,63.831,65.784,7.638,14.353,0,0,78.916,61.293,59.212,10.238,0,1778,4
47.32,69.881,85.482,71.671,102.707,8.077,62.157,48.292,50.443,82.291,66.094,167.623,16.348,38.006,1673,23
53.899,93.744,91.632,73.635,96.852,4.744,76.838,54.26,57.962,83.958,86.744,115.59,11.546,58.094,1673,23
0,0,79.088,64.559,64.58,6.025,19.375,0,0,79.258,62.554,65.915,0,0,1778,4
41.859,41.292,80.189,66.927,87.176,0,0,46.226,40.634,74.907,72.212,89.348,8.141,54.566,1591,20
